"","plateID","reaction_type","sampleID","starting_quantity","cpD1","Cycle_number","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"16","2018_6_1_plate","all_products","gblock+IRE_plus18IRE","50",7.74,"C20","3497.596808","3460.856753","3457.624373","3457.204757","3452.561622","3448.658053","3448.854176","3450.238609","3451.868843","3453.19844","3459.627368","3468.645562","3493.815562","3528.444715","3585.88626","3657.905421","3746.037695","3837.136201","3926.367243","4020.671575","4095.982931","4180.657772","4252.685346","4323.011247","4386.341698","4445.429881","4498.643263","4555.407378","4590.76003","4639.977618","4669.423875","4703.206544","4728.725113","4758.126508","4770.627232","4790.79774","4814.555405","4834.899626","4850.110577","4870.778251"
"17","2018_6_1_plate","all_products","gblock+IRE_plus18IRE","50",7.42,"C21","3519.882096","3480.639287","3478.309487","3476.321146","3479.306959","3474.48421","3479.498755","3478.055183","3480.585026","3485.763356","3492.464468","3509.150876","3530.78175","3570.304516","3634.709491","3709.923786","3800.690214","3897.999297","3999.262612","4090.744272","4175.58847","4265.911927","4342.346454","4417.160812","4483.506344","4549.20747","4608.839652","4665.451094","4689.90249","4730.470705","4764.654083","4804.93682","4834.876017","4869.001018","4891.832078","4918.155111","4941.011092","4963.112488","4974.574278","4997.906953"
"18","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","50",9.67,"C22","3613.591136","3569.451337","3571.710281","3564.090792","3567.651018","3565.921826","3569.719892","3567.188387","3574.859854","3577.382803","3592.194956","3617.783696","3662.341802","3725.517778","3811.211343","3908.931396","4013.365785","4119.200489","4215.869455","4309.229313","4404.674474","4486.097792","4564.452214","4638.780981","4710.492335","4771.731473","4830.927839","4880.071415","4924.567602","4968.291472","5013.245549","5042.131876","5072.084706","5103.93739","5133.14909","5151.583361","5174.250896","5191.122998","5212.917459","5226.906782"
"19","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","50",8.93,"C24","3615.397849","3596.889979","3594.728005","3595.52445","3588.635952","3587.611432","3592.140083","3593.683133","3591.096795","3604.686083","3619.563941","3648.288009","3699.528043","3770.688777","3868.875837","3975.958776","4092.214672","4205.605048","4321.980746","4427.080036","4529.067437","4629.646718","4711.311066","4792.671376","4871.860554","4941.393117","5008.959376","5064.327465","5117.183576","5161.886603","5200.560737","5246.931272","5271.432942","5304.300953","5327.806206","5356.341792","5376.633254","5396.325011","5412.541717","5436.932108"
"20","2018_6_1_plate","all_products","10_B_66","NaN",1,"D1","3630.853782","3594.248154","3587.079806","3577.858137","3575.396006","3573.840418","3569.417755","3568.174281","3561.256246","3559.440698","3565.004406","3560.840015","3559.887469","3560.577462","3562.454187","3564.92989","3561.062092","3560.791402","3559.763039","3564.393727","3560.314499","3563.062536","3563.759479","3558.638443","3561.673556","3564.710417","3562.942883","3561.411079","3558.286472","3561.067117","3561.089878","3563.373962","3559.605563","3564.079609","3569.114802","3578.374229","3587.037379","3607.423565","3637.251118","3692.663554"
"21","2018_6_1_plate","test1","gblock+IRE_plus18IRE","10",7.66,"E16","3468.454958","3431.565767","3424.558007","3421.992404","3418.820639","3418.226634","3418.46589","3417.259144","3416.033903","3413.777461","3417.384114","3416.911338","3428.390595","3444.225926","3470.770824","3518.044122","3580.523993","3665.459256","3767.344403","3855.09794","3950.899007","4039.77462","4120.996455","4188.580677","4260.93608","4324.31647","4380.615082","4433.202162","4477.823038","4512.392915","4551.530072","4578.244512","4609.842612","4630.660054","4653.05113","4673.674796","4692.553286","4704.699895","4719.820199","4738.466969"
"22","2018_6_1_plate","test1","gblock+IRE_plus18IRE","10",7.8,"E17","3450.414797","3414.83563","3414.509233","3412.297328","3409.388445","3406.306005","3405.402964","3405.915589","3402.405857","3401.219165","3400.110397","3400.522146","3412.874906","3428.186908","3458.299732","3504.876419","3571.487852","3658.521209","3752.22536","3846.595862","3936.632803","4029.822814","4103.130443","4181.787076","4250.836632","4315.455084","4373.309449","4427.997266","4462.132137","4504.868442","4542.434294","4575.472413","4603.597876","4625.530096","4649.320318","4672.199221","4691.005608","4707.513321","4718.635812","4741.53876"
"23","2018_6_1_plate","test1","gblock+IRE_plus18IRE","10",7.79,"E18","3466.928834","3427.587452","3421.880662","3419.940886","3418.916852","3413.20737","3416.703632","3411.845519","3413.934295","3414.07064","3409.460508","3415.251358","3425.496733","3440.776015","3471.499103","3516.277434","3584.49619","3670.755663","3758.825067","3856.27449","3945.866504","4029.214759","4110.450559","4180.858959","4256.872932","4315.502989","4373.902007","4429.178644","4470.412265","4512.768181","4550.979339","4588.532736","4606.136473","4636.67217","4664.90843","4684.2361","4706.689163","4723.050064","4742.763289","4753.877102"
"24","2018_6_1_plate","all_products","gblock+IRE_plus18IRE","10",8.45,"E19","3456.511664","3417.828271","3417.841877","3414.641429","3407.380196","3409.577596","3404.856358","3405.785598","3404.27211","3406.387189","3404.121084","3404.89026","3407.848209","3419.367958","3439.641789","3465.427888","3508.207439","3570.635082","3648.49287","3741.837196","3829.561539","3915.08218","3999.761543","4074.253878","4154.11825","4217.706217","4286.753928","4345.596945","4398.225297","4443.898568","4486.466573","4523.027893","4562.350047","4591.952697","4618.5675","4646.750188","4672.046931","4690.185375","4709.226439","4733.531658"
"25","2018_6_1_plate","all_products","gblock+IRE_plus18IRE","10",8.56,"E20","3424.034402","3382.62203","3376.796166","3377.170905","3370.207052","3369.335586","3371.009088","3372.360256","3366.829195","3363.338559","3364.691454","3368.091837","3368.791301","3377.157292","3396.547311","3419.398544","3461.874644","3525.825854","3598.111498","3678.795304","3762.811905","3848.052795","3931.095233","3998.815714","4068.858212","4139.97633","4202.231511","4258.759086","4304.891659","4351.955189","4400.905466","4433.500978","4468.552497","4501.823709","4534.007209","4558.952188","4585.265716","4605.375819","4626.121778","4646.480046"
"26","2018_6_1_plate","all_products","gblock+IRE_plus18IRE","10",7.8,"E21","3480.137497","3444.801113","3443.19761","3445.820186","3443.727155","3440.227014","3438.88485","3438.15554","3438.994822","3440.701372","3438.806261","3446.757993","3455.178875","3464.006805","3480.775054","3508.672847","3554.455461","3624.945285","3713.026811","3802.184287","3904.908781","4003.069213","4090.407994","4179.068441","4260.039554","4339.322575","4410.402456","4475.609069","4530.653257","4588.491859","4638.6228","4685.447562","4716.807636","4759.731518","4795.277208","4827.980744","4858.689378","4878.888537","4901.797855","4935.013624"
"27","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","10",8.04,"E22","3576.602177","3527.745483","3526.301525","3524.968771","3523.775272","3517.593785","3520.664811","3520.318599","3520.035312","3520.485886","3524.969543","3523.662056","3533.518089","3553.492375","3584.773851","3635.115287","3710.379905","3796.652631","3902.090041","4014.626803","4116.472573","4215.992388","4317.475919","4403.817987","4496.442276","4577.091672","4645.910643","4718.107906","4772.249782","4831.926711","4873.417899","4917.656702","4965.444101","4996.81459","5023.141405","5060.608073","5086.798901","5110.017005","5127.560508","5156.736015"
"28","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","10",7.33,"E23","3549.498086","3503.077923","3500.745143","3499.575223","3495.480724","3494.003462","3494.750057","3490.138831","3497.86345","3493.026501","3494.730537","3501.3998","3509.595532","3524.799738","3555.139481","3605.881197","3672.242651","3763.464339","3863.219725","3965.78664","4062.605989","4159.368683","4252.509206","4345.237862","4427.296114","4498.580592","4570.77792","4638.32408","4697.887992","4747.637954","4800.193445","4848.342847","4887.631399","4921.242086","4957.905141","4981.725523","5011.243677","5037.198707","5053.916565","5079.633411"
"29","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","10",7.29,"E24","3521.068028","3513.358343","3510.225473","3507.302228","3501.895152","3500.303849","3501.739732","3503.094502","3506.661652","3506.753834","3513.781088","3514.259926","3530.699308","3549.147892","3581.34741","3633.392675","3708.639011","3803.716959","3909.933992","4011.492231","4120.988419","4223.554496","4318.429182","4409.732353","4493.036014","4576.602874","4645.434073","4708.903205","4768.959904","4828.828478","4879.57232","4921.005487","4966.623447","5001.407889","5032.919367","5061.950875","5091.385362","5115.960889","5137.437535","5162.567495"
"30","2018_6_1_plate","test1","212_D_1404","NaN",1,"G8","3341.285998","3313.356701","3310.96182","3311.932279","3311.281508","3304.376511","3310.096868","3311.1386","3311.159022","3309.237357","3306.491634","3307.419552","3305.766643","3306.092167","3308.114413","3300.05616","3302.023215","3294.638635","3303.72327","3299.611984","3301.336924","3298.88458","3297.69403","3297.892771","3304.763799","3300.884836","3298.83068","3301.156784","3304.517294","3304.175336","3298.916161","3302.582395","3310.540377","3313.490935","3320.278219","3337.628695","3359.582092","3395.156108","3432.972717","3474.225459"
"31","2018_6_1_plate","test1","gblock+IRE_plus18IRE","5",9,"G16","3416.59975","3388.310834","3378.550225","3379.456646","3373.140132","3371.602593","3372.891272","3364.78067","3367.113981","3365.860448","3365.296879","3366.739224","3372.311524","3376.864687","3389.985028","3410.873927","3456.874047","3523.094728","3599.539479","3695.344067","3790.289428","3881.942906","3965.833196","4041.428079","4121.607635","4187.533791","4247.401396","4305.547789","4351.14237","4392.911036","4425.465385","4466.714987","4497.043659","4525.227372","4543.723273","4567.965873","4592.256337","4605.242987","4621.002067","4638.781566"
"32","2018_6_1_plate","test1","gblock+IRE_plus18IRE","5",8.99,"G17","3404.932212","3374.642361","3370.370826","3369.059362","3366.179943","3364.386645","3359.441012","3361.888278","3358.711997","3357.585174","3356.500092","3353.529804","3362.171075","3367.858115","3378.667595","3404.45634","3446.912439","3507.745496","3586.99416","3679.132913","3773.291072","3860.794159","3946.415289","4024.142676","4093.39536","4165.58732","4229.368839","4279.947865","4333.644153","4379.676892","4416.294173","4450.850217","4480.436265","4510.675675","4536.56027","4557.483815","4582.602125","4597.437565","4617.28459","4630.534506"
"33","2018_6_1_plate","test1","gblock+IRE_plus18IRE","5",8.32,"G18","3330.557602","3301.528555","3296.594023","3298.729105","3291.994973","3288.676792","3288.776085","3287.502421","3286.370234","3281.695128","3285.09868","3285.558489","3293.445685","3298.646565","3314.715106","3334.897753","3370.742526","3429.277721","3502.357507","3584.582928","3672.367719","3749.089587","3828.61497","3904.356856","3971.533924","4028.683912","4081.726678","4133.368581","4179.529933","4217.321767","4253.343214","4282.409551","4311.546522","4336.126978","4359.977006","4383.152819","4399.129381","4419.238614","4430.239607","4445.353486"
"34","2018_6_1_plate","all_products","gblock+IRE_plus18IRE","5",9.32,"G20","3445.026348","3409.669473","3401.296708","3399.30994","3397.601606","3393.935909","3393.394745","3391.561314","3388.85672","3388.356215","3391.125628","3390.912029","3393.774921","3395.58813","3406.090127","3419.341698","3443.27217","3483.305705","3543.903546","3617.484477","3709.981023","3797.903876","3884.097136","3966.147063","4046.152669","4117.668081","4192.98084","4255.722669","4310.268379","4365.014871","4417.486622","4464.006189","4493.807844","4530.38213","4566.223227","4599.769112","4626.544646","4649.438661","4671.778513","4694.391836"
"35","2018_6_1_plate","all_products","gblock+IRE_plus18IRE","5",9.22,"G21","3519.555386","3480.275824","3476.591291","3474.483941","3477.925448","3471.25401","3469.012265","3470.439756","3468.603863","3469.182911","3469.755459","3473.293736","3471.086333","3475.454595","3486.457218","3503.649321","3530.431259","3579.34482","3648.093528","3736.535026","3837.341531","3939.504846","4037.15499","4134.351991","4229.745097","4311.785139","4399.590012","4474.970913","4535.652163","4602.720187","4660.204776","4705.491867","4754.075444","4798.659075","4836.141534","4872.96371","4905.963976","4934.836786","4964.374813","4994.516246"
"36","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","5",8.37,"G22","3523.990224","3480.596202","3479.005308","3478.969552","3477.499737","3471.989483","3475.32268","3475.026216","3473.816386","3474.551232","3468.363779","3472.798219","3479.042145","3486.530273","3505.882402","3538.268287","3592.830655","3664.79989","3762.961527","3866.946022","3967.19845","4076.334704","4171.9879","4266.241551","4354.512881","4437.043967","4511.251587","4583.423642","4642.751607","4697.350973","4752.51969","4799.966844","4846.172738","4883.301324","4913.907217","4944.372653","4977.47134","4994.481303","5022.293739","5040.337629"
"37","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","5",8.27,"G23","3522.549095","3484.207657","3481.714937","3481.078019","3475.603574","3475.738733","3481.462877","3477.294424","3478.757113","3475.832994","3478.009807","3478.832748","3483.471142","3493.521632","3511.586519","3539.843683","3597.061831","3675.447212","3764.788012","3870.1693","3972.342945","4073.780747","4169.008662","4258.825876","4353.938633","4430.528854","4513.227823","4581.47514","4643.301812","4694.894812","4753.161358","4799.681386","4845.773673","4884.261406","4911.905013","4943.127263","4977.414909","5002.249531","5022.847811","5048.707912"
"38","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","5",7.48,"G24","3494.971642","3478.814665","3477.944189","3474.496516","3472.053664","3471.724319","3467.864912","3471.94756","3472.185568","3470.270075","3474.808182","3474.218313","3484.569553","3496.6751","3520.053814","3551.687605","3606.952476","3683.5581","3777.726788","3883.214853","3988.499658","4090.531068","4187.590607","4288.70186","4377.789042","4460.964413","4537.98388","4607.721136","4673.092342","4731.63072","4787.125947","4832.664512","4871.61788","4912.375044","4948.574557","4979.878983","5013.968731","5034.693465","5060.998777","5082.266708"
"39","2018_6_1_plate","all_products","231_D_1632","NaN",1,"H9","3715.309389","3685.390907","3680.111859","3681.785066","3678.611206","3680.3001","3675.958147","3677.954156","3673.251655","3676.7209","3673.186451","3672.882297","3673.126219","3673.938743","3676.372382","3673.16766","3674.819068","3675.031094","3677.793367","3676.603905","3671.815193","3675.116746","3673.877151","3670.459357","3677.206234","3673.122503","3678.973323","3675.277522","3676.971428","3672.597796","3677.084336","3682.588187","3688.175782","3694.329638","3702.980673","3722.073615","3763.260627","3811.889724","3881.886582","3969.132283"
"40","2018_6_1_plate","all_products","221_D_1512","NaN",1,"H11","3595.878808","3568.40166","3564.071957","3565.713879","3567.171357","3562.94333","3565.074244","3564.211219","3564.335421","3562.573052","3563.421729","3566.598505","3560.655417","3566.197422","3565.482054","3561.33693","3564.180695","3562.839585","3562.505664","3567.215545","3566.716391","3558.487338","3567.974502","3565.000471","3565.306798","3565.765058","3565.431016","3566.220417","3562.854193","3569.492029","3577.438585","3578.468767","3589.264277","3605.416793","3634.379992","3684.685347","3750.247089","3834.451106","3924.54933","4018.491687"
"41","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","1",9.95,"I22","3476.756541","3442.141455","3440.280738","3432.450133","3426.844474","3429.446106","3426.905268","3427.170288","3427.940199","3427.758374","3424.014268","3427.323664","3422.808927","3428.014783","3428.049116","3436.431163","3451.043252","3476.98131","3516.39024","3581.385951","3669.299884","3766.313777","3865.338138","3962.027364","4056.022199","4145.43728","4232.923252","4308.005481","4381.050755","4445.851985","4508.008233","4564.73029","4614.633158","4659.519971","4700.942039","4741.812105","4774.247497","4809.316017","4829.827283","4855.533785"
"42","2018_6_1_plate","all_products","gblock_minusIRE_onlyExonnoIRE","1",8.97,"I24","3489.071976","3473.278561","3470.863225","3470.288228","3463.529524","3459.526674","3460.537866","3464.139814","3463.05851","3458.278344","3466.895418","3465.682541","3465.949235","3470.112531","3476.152669","3481.108809","3497.902165","3524.47328","3569.163765","3635.343392","3723.917603","3817.967066","3924.027534","4020.707023","4124.239902","4216.194254","4307.905055","4389.505172","4465.237084","4533.59276","4595.610084","4660.172299","4715.22842","4758.145641","4805.523738","4841.674324","4883.4317","4910.541265","4940.280279","4964.6972"
"43","2018_6_1_plate","all_products","166_A_965","NaN",1,"J5","3709.722171","3658.895953","3655.114719","3649.134754","3646.886662","3638.467937","3644.835184","3642.28973","3639.736829","3638.844316","3642.634645","3641.036464","3638.720502","3638.543651","3643.146522","3641.824873","3636.791945","3642.385934","3637.101917","3639.4273","3643.731577","3640.129274","3642.091883","3641.598122","3641.786776","3642.172584","3640.3586","3640.613135","3646.496487","3644.910112","3649.414052","3646.602777","3653.706694","3655.303763","3666.150758","3684.872389","3712.785648","3753.225311","3812.777915","3883.595924"
"44","2018_6_1_plate","all_products","250_A_1857","NaN",1,"J12","3604.867817","3551.488199","3554.311006","3546.52329","3547.504825","3542.521489","3541.088196","3543.9774","3540.030521","3539.970738","3539.548924","3538.340079","3540.234608","3537.145084","3543.702963","3540.33282","3538.851349","3540.827949","3541.259607","3538.104777","3537.192386","3536.405476","3538.469106","3538.808709","3541.693659","3538.012828","3542.204656","3537.306951","3541.097202","3540.371029","3540.070213","3539.760347","3543.355433","3546.899036","3548.932797","3556.364154","3571.899709","3599.531271","3636.830225","3686.768159"
"45","2018_6_1_plate","all_products","35_B_222","NaN",1,"L2","3724.920063","3670.772152","3664.636198","3660.659089","3662.275456","3655.558925","3652.521852","3650.140056","3648.213477","3647.301874","3647.035568","3643.926185","3646.096745","3644.715111","3648.867818","3645.679792","3644.510915","3642.039082","3642.843986","3646.027036","3648.882303","3641.711359","3648.491521","3643.741924","3642.368705","3644.668049","3644.271199","3644.088976","3647.736214","3649.945512","3655.436036","3657.960016","3656.301273","3671.680944","3682.464024","3712.011693","3752.586875","3813.665876","3892.379518","3978.719327"
"46","2018_6_1_plate","all_products","236_B_1690","NaN",3.36,"L9","3662.63272","3608.570918","3602.303512","3604.100388","3602.16274","3601.363403","3603.1719","3600.711984","3602.321106","3603.826639","3602.957124","3601.746851","3598.727829","3598.295819","3606.458332","3601.907817","3604.687778","3600.214476","3602.125107","3603.225095","3602.818219","3600.329267","3603.112835","3604.170097","3601.858114","3602.67997","3607.121495","3608.406293","3606.013233","3607.397447","3608.344532","3614.028207","3622.129167","3632.605567","3650.880104","3682.750143","3732.521359","3797.185095","3871.790142","3947.849677"
"47","2018_6_1_plate","all_products","201_C_1271","NaN",1,"N6","3529.45191","3488.418948","3482.494584","3481.655479","3477.315393","3478.664912","3477.979902","3476.504219","3474.71346","3473.842854","3478.418837","3479.775525","3477.859176","3478.455334","3481.983486","3480.011554","3478.731145","3478.802115","3481.110618","3480.660071","3478.455662","3478.44616","3476.95865","3477.767923","3477.961263","3480.611419","3480.103413","3476.925621","3477.720023","3481.575654","3481.01534","3480.340886","3481.153217","3485.057815","3491.131133","3493.457021","3502.278886","3518.366936","3535.763593","3556.178371"
"48","2018_6_1_plate","all_products","245_C_1799","NaN",1,"N10","3604.302099","3552.597418","3552.06481","3546.950502","3541.875616","3542.984849","3536.645149","3540.058671","3536.446186","3540.208829","3538.618403","3541.033568","3537.883386","3536.385279","3543.022754","3545.823424","3540.534544","3539.528565","3540.495111","3544.879576","3541.331339","3541.768127","3539.689715","3538.910611","3544.206658","3536.969328","3538.790446","3542.119436","3542.665266","3543.112293","3540.928416","3540.877048","3542.604768","3544.912809","3549.419477","3549.575776","3560.819053","3577.906488","3593.790708","3635.990462"
