"","routv.result.loc.name.keep.","routv.result.pos.keep.","routv.result.mQTL.lod.keep.","routv.result.mQTL.asymp.p.keep.","routv.result.vQTL.lod.keep.","routv.result.vQTL.asymp.p.keep.","routv.result.mvQTL.lod.keep.","routv.result.mvQTL.asymp.p.keep.","routv.result..m__est__.Intercept...keep.","routv.result.m__est__plotstructure.keep.","routv.result..m__se__.Intercept...keep.","routv.result.m__se__plotstructure.keep.","routv.result..v__est__.Intercept...keep.","routv.result.v__est__plotstructure.keep.","routv.result..v__se__.Intercept...keep.","routv.result.v__se__plotstructure.keep."
"1","tub1",0.81,7.07841007032193,0.131802176838158,5.60163125073751,0.230939399336338,9.20114800002057,0.325612691572371,61.207508598304,-0.599239290447026,1.45149740244439,0.964749515200356,5.27306211554815,0.0510438731639193,0.233535110439718,0.153953745133213
"2","gpm113b",0.82,3.46709297584479,0.482899538409652,2.85584176635511,0.582232401482707,5.56911190919509,0.695371534810389,61.2332285231846,-0.622841248260637,1.45169642901811,0.96500763433749,5.27198905614589,0.0521860208239387,0.2325957006416,0.153335332665841
"3","gpm705a",0.84,0.295636731951679,0.99009409156258,1.97566146155937,0.74023559513202,2.62604564662688,0.95559390981938,61.2570897515818,-0.508634810462534,1.45116403998199,0.965730616816905,5.26799720440206,0.0459814978529147,0.254919166771665,0.168274958427522
"4","gpm325a",4.97,0.0586255669027997,0.999578684358567,1.28908029264308,0.863225479920515,1.35073521570763,0.99491784593331,61.7330277489171,-0.572307223576912,1.43628073169751,0.960941845586517,5.18434298912895,0.0845830437123459,0.215841868042144,0.142421647290233
"5","dmt103b",6.89,0.0707599180975683,0.999388697413758,1.19964906553397,0.878156393445844,1.25653719903418,0.996051279831042,61.4406743179592,-0.243753647940323,1.43292835575646,0.957717707286636,5.17303856391192,0.0922014852625386,0.221878250835545,0.14636223120438
"6","gpm699d",8.67,1.80813978599664,0.770992796290326,1.03502955251816,0.904438658012877,2.63041274679816,0.955371988563874,61.3039212498571,0.0735985395679221,1.43047094560175,0.948999707863642,5.2126853191309,0.0426096847420533,0.217859463307107,0.143492679176246
"7","gpm319",14.82,0.0313908427802929,0.999878108155611,0.794439448556833,0.939191975965074,0.826797545520173,0.999123707126843,62.292135032127,-0.0743408648856826,1.45072652050238,0.974134257638419,5.1770310081179,0.0444609917061401,0.221185643241835,0.147436994847173
"8","IDP1447",19.92,1.99467308904683,0.736738711695167,2.59528474627515,0.627658637546212,3.48878591811938,0.900058229760131,61.4074484141255,-0.22728704698441,1.31581031241942,0.883165273105441,5.17114749607247,0.0450325064980675,0.214417135852969,0.142667701273187
"9","bnl5.62a",21.12,0.239189902285382,0.993393934612496,1.46200875984008,0.833349152940057,1.68929768368749,0.989101486516067,61.9258425310986,-0.614654828717674,1.32720617646951,0.915282032941201,5.08324105912568,0.112649616031876,0.203355430919265,0.138100854378005
"10","IDP1464",21.17,1.90717168790991,0.752827421217769,1.21980401374553,0.874827377429408,2.89233467036534,0.940931226404322,62.075148647941,-0.763955084102718,1.31138011375147,0.892180372291856,5.09677110276727,0.0991157127353281,0.199526269124165,0.133964903361457
"11","fus6",22.62,3.6572774256954,0.454370135296143,0.761433009391322,0.943542439779993,6.49011855188346,0.592503906017782,60.8726803912773,0.253385063061025,1.34178218341079,0.909603230750883,5.18546030576057,0.0206934271456983,0.212258281082992,0.143369019761779
"12","AY109692",23.62,2.99018288126356,0.559469613642802,0.732935652684263,0.947206033727645,4.87190676433484,0.771175113372772,60.5764945370117,0.592673519644104,1.35493107812542,0.930885548721929,5.15625172386017,0.0449717288704757,0.222666750502572,0.152046000778175
"13","mmp102",24.42,0.485437300163029,0.974903087213731,1.70061425898787,0.790606040111724,2.27303145696602,0.971476473669682,61.3596089344818,-0.0400676436504841,1.31625052633244,0.886807679493124,5.19271675706802,0.0235350562754205,0.200648430249779,0.134631615585445
"14","AY110314",29.42,0.00760138530770407,0.999992795642289,0.875422887153472,0.928060021895886,0.881624253062961,0.998891328350836,61.5921246640221,-0.0468302933920985,1.30243798820614,0.881058716126976,5.15972012937338,0.0586929445370424,0.193303850018242,0.129503361674245
"15","umc94a",38.62,3.35027254553193,0.501006626907,6.59907902660717,0.158653676706367,9.91880104681097,0.270771358717241,59.9661017127754,0.969325813416759,1.25457579100038,0.850182789408635,5.17176333350867,0.0354323621773573,0.218368470855582,0.14710911426649
"16","gpm331",38.71,3.63323290449707,0.45791114176226,5.94519005158205,0.203279075937122,9.13275833750651,0.331220784234998,59.8649443691792,1.03873841372002,1.25891657862242,0.852787693580546,5.1895454258467,0.0256561135836974,0.217827046437498,0.146836114404686
"17","lim179",47.02,1.38755171698475,0.846355676819037,0.2716897129832,0.991567637988418,1.59713334583376,0.990974991627228,60.0674290933593,0.698456540785719,1.29659680627392,0.902131968456914,5.08908536809592,0.0744135243101524,0.245453185934293,0.168658686415961
"18","IDP755",52.47,2.4998766168298,0.644657886740539,1.34250427220832,0.854123904463955,2.91009686315746,0.939872036023947,60.1309055559392,0.884912073388232,1.2874151964543,0.898430852550864,5.03134019453457,0.133600081820182,0.242363808945629,0.165311306984281
"19","AY107629",54.63,1.44098756226455,0.837040812310812,1.45710834218082,0.834211049852783,2.87845067965862,0.941752149656179,60.0685319559396,1.08071377933674,1.29891573705,0.907165997743483,5.04638051866602,0.116447325493025,0.210416239930714,0.144135414016996
"20","mmp49",56.12,2.12509970910873,0.712762621114336,0.253471577797063,0.992616375026054,3.49773405548025,0.899365438820325,59.1331753674313,1.98519040998877,1.32025895236602,0.935707871801637,5.09967903222173,0.0653908002773054,0.217269206212599,0.152166205214122
"21","cdo1081a",57.82,0.684076737910164,0.953277969056794,0.520230960867908,0.97150184355165,1.04779936428056,0.997927963123736,59.8860548337807,1.36874521760382,1.33443646832696,0.947934951550109,5.06881778127501,0.0971452554640985,0.208591973234928,0.145592311608858
"22","asg31",65.22,3.60096378980331,0.46269352033085,0.106583127169323,0.998629459784344,5.42102373621602,0.711773311993505,60.9334666965144,0.180035232966853,1.34743800840145,0.951424231780793,5.03566276133036,0.179256239615446,0.211463276959678,0.144909271040449
"23","npi415",66.02,1.0735073332702,0.898452460627839,0.020200675574735,0.999949333758984,1.10277230984651,0.997511957649954,61.7401660789523,-0.591152753316602,1.34775361209533,0.953994340596662,4.9740842890031,0.235614097051297,0.21016766566201,0.143088477209659
"24","ufg31",71.62,0.218454708997083,0.994451789908334,4.08323807044194,0.394857995336223,4.284958250894,0.830541922819692,60.98701007968,-0.605189965414901,1.33621520785894,0.92877699698661,5.08920409498658,0.170592399343679,0.198305476515052,0.134067309676144
"25","gpm330",71.91,0.186571241072858,0.995910258351207,3.59898685955847,0.462987627876627,3.80567817118028,0.874216382558336,61.0751758879267,-0.694234923456179,1.33686447432388,0.929800537154037,5.08357766379956,0.176098869965475,0.19626790778221,0.132697016723525
"26","ufg33",72.02,1.20649832176296,0.877027556991288,3.1164098897878,0.538536972865196,4.88039230010869,0.770280168020544,60.6954362287541,-0.31855752700115,1.3016447150276,0.897284298610246,5.11656193256642,0.138488226079388,0.208726065089695,0.140636983165059
"27","ufg32",72.82,0.538151866883224,0.969682181343941,2.48189871918737,0.647880014705276,2.86498797634545,0.942542283868003,60.9180985854594,-0.496671140033021,1.28211430632796,0.882651531764668,5.09178023689722,0.152254733129836,0.197229579651038,0.1327352254313
"28","ufg34",74.42,1.05477427746257,0.901379766558885,5.57169393895112,0.233499034306944,6.51245334833235,0.590026645752579,61.458614099562,-1.04122291168878,1.29815358440586,0.906157401765169,5.02222279023192,0.221679812043145,0.191336916907545,0.130400126752525
"29","AY108650",77.57,0.489031054759505,0.974559984469036,2.5003834682385,0.644567128321131,2.92274659369522,0.939111590911078,61.2662029337357,-0.871104498873071,1.33226223241817,0.919720990649284,5.12306860161717,0.141682919862376,0.196599717595248,0.13263947747226
"30","gpm495",80.45,0.41164529501621,0.981512412910105,2.86621614285256,0.580457560170414,3.18711469433312,0.922071985477713,60.9435417293552,-0.576151274872957,1.30177932565097,0.900389185552606,5.11703024023563,0.159797193390352,0.195060984210391,0.131269911985435
"31","gpm83b",80.75,2.03197425582412,0.729877795200967,2.91235854072623,0.57259748995323,5.50287147150027,0.702721838698549,60.3155636865877,0.0842666702334654,1.29212799048736,0.889995189576934,5.18209085052657,0.0888116663749602,0.19053477274274,0.128879308689977
"32","gpm767",80.94,1.62269558036795,0.804707367288455,3.53543294177015,0.472511180726679,5.73312266038266,0.677097508018173,60.2984356026215,0.140748432236927,1.28986840801101,0.889201376724689,5.18489684514118,0.0809753552650702,0.191371538055007,0.129673127576484
"33","bnlg1014",81.12,1.32933677707635,0.856378822587334,1.17917442371138,0.881515366997029,3.47024548289401,0.901486587964212,60.657929343332,0.0603231758712124,1.27971267281767,0.891043844462177,5.14520914919732,0.125743446633874,0.203434772067239,0.138655716660421
"34","umc1363a",82.02,0.650580203540175,0.957280600957363,1.20280918528641,0.877635887485191,2.25734430364563,0.972088410680115,60.5701442888241,0.05393547728973,1.30536168724848,0.918281451690062,5.14675545558396,0.129660084899625,0.19428225596289,0.133664031489586
"35","gst12",83.52,1.65228759008682,0.79936527912556,1.63244851347616,0.802948666047978,3.3658830050796,0.909345602653341,60.6266538751332,-0.072961075498392,1.24775719108309,0.852526187860392,5.14048456604114,0.134419618513715,0.183085708698004,0.122367367935859
"36","umc1269",84.62,1.37030365636645,0.849339608457728,1.79609675024105,0.773196399841489,3.17974730323742,0.922576014399956,60.5617772549381,-0.0404710542974312,1.24886105267753,0.852930458898865,5.14487467572176,0.132218711245466,0.184555818193842,0.12334629393081
"37","umc2012",85.72,1.39748782251243,0.844631527355558,0.829326524551554,0.934473755304805,2.19221492522991,0.97454464993092,60.912483230524,0.00549527880674759,1.22745893307437,0.838248328986446,5.10563476832853,0.134500077384438,0.246738383314166,0.164819866348623
"38","umc1977",87.52,1.13481998875712,0.888709007803375,1.58066228597067,0.812263451192135,2.48200600784579,0.962564751088252,60.8059230074085,0.30926432423674,1.20861846117979,0.827995969472576,5.10623784113794,0.129923228678243,0.188547461388401,0.126830769870073
"39","IDP553",88.91,2.30928964559024,0.679078241054998,3.71663048174337,0.445711736682425,5.30640482016591,0.724381197586097,61.0500690907807,-0.286980538156119,1.23280789633029,0.837408943532157,5.15317315525406,0.124564725621014,0.194512735900861,0.129815090610051
"40","IDP4043",89.33,2.60789705414757,0.625424834369657,3.74126125263802,0.442153182474712,5.36447286661508,0.718004520814482,61.2700380490189,-0.527086119157316,1.24498922261101,0.849044450407893,5.14313678608576,0.136323240158183,0.195899433438726,0.131001141266541
"41","php20603",90.02,0.322662587439666,0.9883046489069,2.35009656449824,0.67166376107642,2.64839098593425,0.954451849440415,61.0704459405294,-0.242125956948397,1.26645434987037,0.863550366458119,5.18053455623008,0.11200459217625,0.207827793543828,0.139130123269662
"42","sgb101",90.74,0.933470779859549,0.919710546326929,3.1018686379581,0.540925007892969,3.86535698598218,0.869062425238784,60.8660517606294,-0.103752752017685,1.30038162846269,0.884410058534881,5.21211157198255,0.0990608146182015,0.241018581513044,0.161248940351137
"43","IDP1437",91.9,1.45503680909731,0.834575159954662,5.07539464740005,0.279648650965904,5.90889550667937,0.657436311092948,60.9442614992979,-0.364544618964226,1.35314646566052,0.913551057091109,5.27543425914716,0.0595169601697209,0.202170897092683,0.135217580115379
"44","IDP847",93.03,0.84789650461485,0.931913966062053,3.51054539002323,0.47627670746366,3.96741642040384,0.860051227251622,61.1855154825496,-0.332815964821675,1.33669069298855,0.900111332164304,5.23653837248148,0.0670337116315259,0.216959794888788,0.144687555991803
"45","gpm125",96.14,2.67074980735905,0.61434263616414,4.09909424931685,0.392760986574532,6.99377276077271,0.537304690951304,60.5522320963788,0.300385719399563,1.33737588855053,0.900990269834852,5.30307254285313,0.000807960486802479,0.218167385187081,0.146244583261504
"46","lls1",97.12,2.17692679552336,0.703255635193752,2.03996770668301,0.728407718001979,6.47265615764992,0.594442204787086,60.8367143791628,-0.000888468893206323,1.34027348778673,0.903566008727889,5.23797251632003,0.0651483753220755,0.224333479594093,0.149630157763924
"47","php20689",99.42,0.359059577830745,0.985689469317573,2.8002394213774,0.591791385757337,3.11634963959378,0.926845043537305,60.8181842093307,0.0155979839381217,1.36650177787616,0.941767075799442,5.22647199617697,0.077103114951119,0.223393050545588,0.152566430630151
"48","umc1685",101.32,0.547062714437097,0.968760636056907,4.0976559069038,0.392950859550411,4.48929504637997,0.810503147140878,60.8617334505266,0.0279319396777159,1.37076377209768,0.949765304770994,5.18487871455386,0.115490521755358,0.215290595216071,0.146895401105924
"49","gpm557b",106.62,1.88549315415964,0.756809397528501,1.56240278614472,0.815533061375717,3.90852805699953,0.865280587456613,59.7572059086272,0.417751432675352,1.38683449291291,0.951543141787777,5.19461006831969,0.0880838141628251,0.206846214103053,0.139873149209948
"50","umc1160",106.63,1.98056220777246,0.739334207853091,1.55106996914506,0.817558182656723,3.97935602758725,0.858981209525033,59.753144726793,0.42185738536199,1.38672168043862,0.951381982063654,5.19492760708375,0.0877594566470216,0.206755935492337,0.139811331852494
"51","gpm584",107.6,1.17889781803877,0.881560584206816,2.56910989299901,0.632304806143909,3.79577709374105,0.875063012708143,60.0409517706262,0.0300442506164515,1.28709464386426,0.880921463527033,5.14904346556789,0.0969946201320093,0.210455143741145,0.141731354317428
"52","gpm346b",108.13,5.87291305354432,0.208842360662289,1.54581806600397,0.818495554019377,9.25816494393663,0.320987874022335,59.3916885795651,0.840250070638029,1.24876696084809,0.85655995628713,5.1940243626396,0.0443896452850343,0.196799785009286,0.133927233858572
"53","gpm33e",108.55,4.28673785334162,0.368588735175928,1.65456254968131,0.798953881776153,8.14388713880447,0.419542601989641,59.4125517309039,0.820712205306412,1.24698982667405,0.856491347029921,5.19340808590448,0.0445497347036728,0.199251048894728,0.135772027238499
"54","umc2224",109.23,2.2601964674874,0.688024978356351,0.945311350185503,0.917972061874816,3.17673623565132,0.92278153890736,59.475724221855,0.75793394195801,1.25134171895704,0.869974239766477,5.12396305560885,0.104583315366243,0.203610045274202,0.139104585472045
"55","gpm556",110.49,1.61435825110817,0.806209221479901,0.893907199015506,0.92543329968591,2.47739407904563,0.962776757401179,59.7524344029938,0.461537373202676,1.24851824465524,0.864008568889604,5.10558427899176,0.123166240023867,0.188244006967803,0.127642096913222
"56","npi579b",110.53,1.56709996261845,0.814692749254187,0.909433082961011,0.923203606524863,2.4373455558342,0.9645885831098,59.767737251001,0.445450485431055,1.24867979124399,0.864225632593833,5.10403381621697,0.124746987520523,0.18801157746207,0.127467112637268
"57","IDP3917",115.28,2.40125137384668,0.662401134072218,1.7399234543078,0.783453347040496,3.5218367392729,0.897488308581346,60.3303158053911,-0.0442644706123159,1.24075525596144,0.856397502840337,5.11395810032828,0.110931907555095,0.18885013376728,0.127976433062596
"58","gpm199c",115.57,1.51248847392972,0.824427012446056,1.7566664255012,0.780400196746314,2.74163911129572,0.949510659517435,61.2880933542163,-0.535794219335703,1.25358671694846,0.861140677575415,5.14139557479443,0.0992095291225703,0.197107294813588,0.133298639610464
"59","IDP1425",118.03,1.27266455773958,0.865996028144438,2.44418939583115,0.654656643438894,3.09373551155215,0.92833804074499,61.4028002651174,-0.645961929858485,1.26639521347038,0.867148996677511,5.14662072835752,0.102260071444457,0.20419261912336,0.137763634221961
"60","mmp68",121.93,3.57279642882105,0.466896153619441,1.58934186903798,0.810706448508713,4.94947388514736,0.762962544566117,60.8023256689099,0.11859373859655,1.24854889329998,0.861201710391664,5.16527525348012,0.0665642489772434,0.223714408330461,0.152748880475338
"61","umc2225",123.03,3.62170686816469,0.459615373581085,1.34370214810914,0.853918405302389,5.67563273490095,0.683513295654209,60.3662253531423,0.444770153093964,1.22495273710211,0.842632685490111,5.1745386117354,0.0485651481097958,0.228274675456091,0.155836041865233
"62","csu1171",125.63,2.44347361445253,0.654785504111428,1.68864761061003,0.792778753075185,5.0852281579662,0.748429210460599,60.5966274589481,0.643313871522157,1.22207493569623,0.84003615332959,5.16543007045656,0.0117020939935315,0.191907216052047,0.130803053137058
"63","mmp171b",130.13,1.19158615390389,0.879481950595589,0.392090347526605,0.983119353857117,1.93237334861588,0.983015354185263,60.5239492845171,0.295135843696541,1.28974118290059,0.894095568998931,5.01560740861007,0.151544269847346,0.221345782365377,0.149496344945751
"64","gpm403b",131.93,3.89578670049762,0.420293268281193,0.224685604224607,0.994142841915049,4.18885109682093,0.839695223027513,60.8881515917618,0.171530647375669,1.29906242852312,0.908641876364021,4.94196549920226,0.204259715449125,0.224687737791412,0.151938538746028
"65","umc1568",140.13,3.40653019280865,0.492232182066302,0.0215438059741169,0.999942398010142,3.7023068863565,0.882934363498562,58.8194801704645,1.47410063324643,1.3473651110884,0.925131461651581,5.00905085530609,0.156260872333009,0.208905812888965,0.139805613310949
"66","IDP3783",140.14,3.33050796821751,0.504113101964698,0.105915056823408,0.998646287131698,3.43054972595502,0.904512335390739,58.7652562877338,1.52808904088947,1.34701516669038,0.924625469481619,5.01008884200977,0.155214249393146,0.210124663585852,0.140646810900736
"67","bnlg1429",141.83,4.84586930860815,0.303480966097086,4.55422279196633,0.336166389898458,6.92065219951354,0.545217470233464,58.8263030116996,1.47076907297838,1.3476508354101,0.925235646892821,5.01005286225236,0.155825734196288,0.205703596375728,0.137661914579016
"68","IDP209",144.3,2.28814131151996,0.682928945352178,1.5418609170902,0.819201357750232,4.02204063200729,0.855129418496926,59.1362219862156,1.16059160475982,1.35328972199543,0.933381799195982,4.97224295565418,0.193681651912902,0.208429164997471,0.139726230937524
"69","php20640",145.23,2.53634231791676,0.638140175453859,2.86391596104744,0.580850834512681,5.04499740432606,0.752756100456494,58.4493683104883,1.89866116618349,1.31907732555485,0.897943846422753,5.14082528278662,0.0202298129327486,0.210090005968536,0.141769756350562
"70","lim504",149.93,0.788709403816304,0.939955285999679,1.31905914792404,0.858133668414516,2.486846473115,0.962341492640519,60.0576108985802,1.10855200525285,1.32511667234471,0.904280499246626,5.1464257658335,0.0453399724923773,0.212930721145382,0.143910432170436
"71","gpm283b",151.4,1.61319344945186,0.806418926205787,0.54734663038442,0.968731092988116,2.14557939962101,0.976220356953456,59.8840275660672,0.992078958766563,1.33885413577097,0.913197841658061,5.09180622485508,0.0741462854788024,0.235515245193901,0.158692262013314
"72","IDP343",152.71,3.15795013071717,0.531749371503011,2.21676732564291,0.695960728041832,4.20542473550553,0.838129882539242,59.876789768044,0.994383332861581,1.33907561179037,0.913268921383458,5.09284952627958,0.0737699329166976,0.236429725070758,0.159306220492923
"73","IDP622",152.96,2.65009013463669,0.617976007759273,2.6286000513978,0.621765200548007,4.05302758739242,0.852307693254143,60.3463051474381,0.649199492620046,1.30859543312587,0.888130950047728,5.07046340135228,0.0797782379016471,0.252856769932612,0.169980727100731
"74","IDP3970",156.2,2.03121669890149,0.730017122802843,2.61456110236709,0.624245866916062,3.64028588244752,0.888033604362272,60.749524113167,-0.0929340554661268,1.28337566562237,0.877450717396895,4.92773268052067,0.20464724918451,0.211079123796375,0.13976717520423
"75","umc1976",158.93,0.288349343128467,0.990553793054789,0.514040510137824,0.972119818776297,0.818293889362312,0.999156381571931,60.7885918232564,-0.155143184038709,1.27232937463736,0.869596292214163,4.96352714440154,0.175434902715514,0.203518334774212,0.135010311037386
"76","gpm667",162.62,2.77222995571243,0.596635761335343,2.39263129952699,0.663959319007442,6.19349932674444,0.625567008004233,59.6613187802089,1.03450115846107,1.27196301475059,0.870990934988194,4.98719951491737,0.112496535122186,0.221516697002831,0.148509910364256
"77","gpm774d",162.74,3.01385044345006,0.55551024302368,1.98319211542568,0.738850483390025,6.04836730512679,0.641813914879377,59.6415530786624,1.05532154137137,1.27266218230303,0.87207677307135,4.97619951277673,0.123442119652072,0.224397998760031,0.150288204562526
"78","umc2226",164.13,7.33890121937968,0.119026492167147,3.25072276545815,0.516777519670213,7.45164602623949,0.488776736098844,60.2966330875976,0.105765707727116,1.32033008936338,0.889187793859513,5.00420930568019,0.168137106643329,0.249614293498808,0.163553429174291
"79","mmp135",164.33,2.15836044839788,0.706659366011139,0.508021677959261,0.972715384174548,2.80828510706553,0.945806459219144,60.3537911078087,0.258768991098658,1.30957833312147,0.878052207454879,5.09701499163432,0.0878327334477394,0.212543812762307,0.140419643726096
"80","bnlg1127",165.83,0.529648251312804,0.970551274935447,1.48418948615436,0.829438362772051,1.93096854294889,0.983055504361414,60.9632498018593,-0.330612999604266,1.3056289660095,0.873026178656722,5.05093566664298,0.132858205614551,0.227019393547835,0.148581595139724
"81","bnlg1953",168.33,2.84130094913682,0.584724677449096,3.14247165620614,0.534272549551541,3.89719042442611,0.866278067934106,61.1751126337509,-0.183576583539841,1.29524070923539,0.869550175753778,5.03648277820318,0.124992898446086,0.239120264834993,0.157309284863006
"82","gpm768",168.34,3.45141001580796,0.485304915054581,3.08016604996642,0.544500587583014,4.35753845921559,0.82351094410317,61.1864170428275,-0.196294360803245,1.29778050644113,0.873250046598391,5.03066775605065,0.130938953138086,0.237527255097888,0.156726050894085
"83","gpm291",168.35,0.443875321557326,0.978729658119851,0.363564918656068,0.98534977251366,0.711001817135237,0.999498368525978,60.9779221701805,0.00261506847823292,1.29095353820594,0.863300746920593,5.05232018671117,0.108831649222327,0.242626989936465,0.159338943922186
"84","IDP4048",177.32,0.535537312154525,0.969950475865888,1.26753521379868,0.866859087699242,1.78676643704865,0.98686561751744,63.1728279050651,-1.31935672420692,1.27678958128229,0.857194138343615,4.97922374509175,0.188785077101341,0.208899779361636,0.136108092193351
